,dangerLevel,elevation_th,HN72_24,HN24_7d,Pen_depth,HN24,min_ccl_pen,RH,wind_trans24_3d,wind_trans24,wind_trans24_7d,warnreg
157977,2.0,2200.0,2.088375,44.57,17.97849826319679,0.0,0.29,51.7125,30.1,3.343875,82.88,19.0
157978,2.0,2200.0,5.065625000000002,44.7,17.605513620610534,0.0,0.39,40.5375,51.73,45.890625,108.68,19.0
157979,2.0,2200.0,0.0,18.0,14.425185224135111,0.0,0.36,48.35,14.7,10.505249999999998,22.36,19.0
157987,2.0,2200.0,0.0,12.97,11.044684623403285,0.0,0.74,38.6625,2.53,0.0,5.59,19.0
157988,2.0,2200.0,23.529375,50.19,20.054508458967994,0.0,0.37,52.5875,35.76,0.8326250000000001,83.61,19.0
157990,2.0,2200.0,0.0,20.9,15.961628377792133,0.0,0.45,38.9,2.21,1.927875,7.42,19.0
157994,2.0,2200.0,2.24275,31.73,10.463210258637384,0.0,0.84,40.125,3.84,0.0,14.51,19.0
157996,2.0,2200.0,2.0486250000000004,12.86,16.13137886782904,0.0,0.41,54.9875,4.93,0.0,5.04,19.0
158000,2.0,2200.0,2.202875,6.93,17.15034768982352,0.0,0.39,55.9,16.58,1.15325,26.42,19.0
158002,2.0,2200.0,0.0,14.82,15.024957657967908,0.0,0.4,35.80000000000001,14.56,0.40925,34.45,19.0
158003,2.0,2200.0,14.905125,26.95,20.32957769946505,0.0,0.21,56.1875,0.0,0.0,0.0,19.0
158009,2.0,2200.0,6.118375,17.03,19.6665711934262,0.0,0.41,42.85,2.07,0.438125,15.76,19.0
158013,2.0,2200.0,2.07275,9.5,16.283384895370464,0.0,0.28,50.6,2.85,2.8480000000000003,5.22,19.0
158016,2.0,2200.0,0.0,18.41,18.454405046127448,0.0,0.36,48.85,40.55,15.6885,52.45,19.0
158017,2.0,2200.0,2.07025,18.2,17.778634396735388,0.0,0.37,62.675,7.13,0.0,12.82,19.0
158020,2.0,2200.0,0.0,18.67,20.453390004121577,0.0,0.26,41.9125,14.31,10.871875,36.53,19.0
158021,2.0,2200.0,2.15375,8.31,15.832173624483511,0.0,0.47,45.8625,6.75,5.611875,7.3,19.0
158025,2.0,2200.0,0.564,21.27,14.961157020335971,0.0,0.47,17.162499999999998,25.82,0.802875,100.9,19.0
158027,2.0,2200.0,0.0,6.58,17.044087966167687,0.0,0.38,21.05,50.79,14.387625000000002,61.14,19.0
158028,2.0,2200.0,0.0,20.78,16.362369170357407,0.0,0.31,19.4,15.06,9.93925,77.61,19.0
158029,2.0,2200.0,0.421875,25.27,16.59008634581143,0.0,0.41,21.5875,67.86,18.929375,107.79,19.0
158033,2.0,2200.0,0.51875,7.28,15.409913794302671,0.0,0.43,24.125,4.13,0.0,5.04,19.0
158035,2.0,2200.0,0.780875,13.98,15.531776820606446,0.0,0.48,19.825000000000006,7.24,2.341,20.69,19.0
158039,2.0,2200.0,0.5589999999999999,14.29,9.670441535750584,0.0,1.2,17.662499999999994,2.44,0.0,14.29,19.0
158040,2.0,2200.0,1.043875,8.44,16.161140696299928,0.0,0.44,27.45,0.71,0.0,12.54,19.0
158043,2.0,2200.0,0.2655,4.69,14.936431080388846,0.0,0.48,19.387500000000006,9.2,2.64975,9.4,19.0
158044,2.0,2200.0,0.0,12.47,14.589670063691525,0.0,0.48,19.1125,4.59,2.59025,9.38,19.0
158046,2.0,2200.0,6.140875,29.4,11.575623469980616,0.0,0.71,28.050000000000004,5.92,0.779625,82.96,19.0
158047,2.0,2200.0,0.0,6.02,10.208047053303188,0.0,0.9,19.8875,1.91,0.0,5.59,19.0
158048,2.0,2200.0,0.0,3.81,14.417212123608348,0.0,0.4,16.0625,4.81,0.4295,34.15,19.0
158049,2.0,2200.0,0.835375,5.07,15.929964497361553,0.0,0.43,23.0875,5.72,0.386625,25.69,19.0
158051,2.0,2200.0,0.0,8.06,20.00219955757792,0.0,0.27,18.0125,22.69,10.12325,44.49,19.0
158052,2.0,2200.0,0.0,7.42,12.212255564687698,0.0,0.58,21.5875,26.28,11.745,30.24,19.0
158065,2.0,2200.0,5.1335,19.14,18.89831098106601,0.0,0.22,27.65,0.0,0.0,0.0,19.0
158067,2.0,2200.0,0.58675,14.91,15.781719698109551,0.0,0.27,21.8375,1.39,0.0,5.19,19.0
158070,2.0,2200.0,1.517,9.6,17.874891710151015,0.0,0.38,23.5625,1.08,0.1065,11.2,19.0
158071,2.0,2200.0,0.7638750000000001,8.35,14.166473258394642,0.0,0.59,22.9,8.49,3.33925,16.77,19.0
158084,2.0,2200.0,0.5197499999999999,7.13,15.604480810243109,0.0,0.3,21.4125,4.5,1.6557499999999998,5.92,19.0
158088,2.0,2200.0,0.0,4.66,15.318788294459386,0.0,0.46,36.33750000000001,31.83,1.7512499999999998,56.95,19.0
158091,2.0,2200.0,0.0,6.2,11.488484152835634,0.0,0.66,28.4,0.0,0.0,5.04,19.0
158099,2.0,2200.0,0.0,4.44,14.756053646439142,0.0,0.49,27.5875,1.54,0.0,25.1,19.0
158100,2.0,2200.0,0.0,17.17,17.893783053857135,0.0,0.23,31.550000000000004,0.0,0.0,0.0,19.0
158101,2.0,2200.0,0.0,7.13,13.460835615572035,0.0,0.38,27.01250000000001,4.5,0.0,4.92,19.0
158113,2.0,2400.0,0.0,23.67,13.707679712375391,0.0,0.5,28.6375,64.82,0.0,93.53,19.0
158114,2.0,2200.0,0.0,8.38,16.25643147832485,0.0,0.38,28.3875,10.9,0.0,17.88,19.0
158120,2.0,2200.0,0.0,2.47,12.594534331988523,0.0,0.56,29.612500000000004,12.26,0.261375,13.62,19.0
158182,2.0,2200.0,1.5081250000000002,2.71,8.559174826875951,0.499625,1.83,84.475,2.75,0.0,4.72,19.0
158183,2.0,2200.0,0.29975,13.62,9.867548536237631,0.29975,0.99,99.0375,7.45,0.24325,27.72,19.0
158185,2.0,2200.0,2.765625,13.18,8.948707376192463,0.730875,2.56,70.8875,6.58,1.90525,25.6,19.0
158186,2.0,2200.0,1.22075,2.49,9.713102461812175,0.0,1.51,80.51249999999997,6.03,0.0,9.35,19.0
158206,2.0,2000.0,2.1625,2.16,11.978043585757849,2.1625,0.8,94.8625,0.0,0.0,70.71,19.0
158207,2.0,2200.0,0.264625,0.26,14.038276125298877,0.264625,0.36,88.575,0.0,0.0,6.3,19.0
158209,2.0,2200.0,1.0695,1.9,8.628914272697545,0.0,2.18,88.07499999999996,2.12,0.0,8.51,19.0
158210,2.0,2200.0,1.482,7.58,8.179543209364061,0.0,2.66,82.3125,7.43,0.0,30.7,19.0
158219,4.0,2000.0,47.82725,47.83,22.09717336251317,45.66475,0.22,99.4875,5.47,5.473750000000001,36.06,19.0
158220,3.0,2000.0,18.511,18.51,35.5832638559229,18.511,0.13,100.0,2.71,2.7115,2.71,19.0
158225,3.0,2000.0,23.122125,24.48,27.066407776099247,23.122125,0.12,99.45,3.22,3.219625,6.75,19.0
158228,3.0,2000.0,20.09025,31.13,32.0453586877127,20.09025,0.16,98.275,0.13,0.126625,45.01,19.0
158229,4.0,2000.0,35.824375,37.72,30.99118061392398,35.824375,0.12,99.9,0.1,0.0,6.89,19.0
158230,3.0,1600.0,38.338875,38.34,24.07473240860491,36.56225,0.21,100.0,3.06,2.64225,6.36,19.0
158232,3.0,1600.0,27.75875000000001,31.13,31.31880955150352,27.112,0.08,99.3125,2.42,2.362,59.16,19.0
158237,3.0,2000.0,24.193125,24.41,35.55970955464329,24.193125,0.21,99.8625,0.38,0.385,4.12,19.0
158238,3.0,1600.0,23.551875,25.77,34.17067284817005,23.05225,0.2,94.9875,1.1,1.074875,5.32,19.0
158239,3.0,1600.0,28.72725,28.73,31.17146596858637,28.396625,0.23,99.975,1.6,1.596875,1.6,19.0
158244,3.0,2000.0,17.4545,19.45,34.89190336725705,16.707,0.31,95.3125,1.77,1.487125,5.84,19.0
158246,3.0,1600.0,17.566000000000006,18.02,21.570663101114093,17.566000000000006,0.22,96.4375,1.99,1.992875,2.23,19.0
158247,3.0,2000.0,18.322625,18.32,28.40922191614168,18.322625,0.12,100.0,0.0,0.0,1.77,19.0
158250,3.0,2000.0,25.404375,26.77,28.115554295272087,23.74475,0.19,99.2125,0.28,0.14875,4.1,19.0
158253,3.0,2000.0,33.77225,42.15,32.20029480896697,33.059,0.2,99.725,9.66,8.517625,12.11,19.0
158254,3.0,1600.0,38.80900000000001,41.3,33.430988614234685,38.80900000000001,0.23,98.5875,4.41,4.406124999999999,13.75,19.0
158255,3.0,2000.0,14.679875,18.85,24.14077146191188,14.679875,0.11,99.3625,0.02,0.016,29.1,19.0
158257,3.0,1600.0,30.07275,36.06,33.52862690177605,29.341875,0.17,95.675,13.61,11.700875,28.12,19.0
158259,3.0,1600.0,39.419,47.35,30.52079144145872,39.11925,0.16,100.0,6.03,4.150625,31.7,19.0
158260,3.0,2000.0,7.92975,13.81,21.390457814454138,7.92975,0.29,99.6375,0.0,0.0,0.0,19.0
158263,3.0,2000.0,20.388125,28.89,30.79683601483849,20.388125,0.13,98.4375,11.28,11.280625,31.08,19.0
158275,3.0,1600.0,26.336250000000003,33.07,34.362711850153424,26.336250000000003,0.15,96.7875,6.6,6.6022500000000015,90.03,19.0
158276,3.0,1600.0,26.280375,32.3,32.85773882484904,26.280375,0.24,99.8375,0.0,0.005,16.92,19.0
158282,3.0,1600.0,36.630125,39.62,35.20913910811017,36.630125,0.11,96.5,4.23,4.230499999999998,18.72,19.0
158290,4.0,2000.0,44.229625,44.23,50.25716468211935,43.965,0.13,92.95,1.94,1.936375,6.24,19.0
158294,3.0,2000.0,13.629625,13.9,28.03269618081121,13.629625,0.33,96.63750000000002,1.36,1.3595,5.94,19.0
158295,3.0,2000.0,18.778875,21.3,29.80086067625939,17.817375,0.18,95.15,2.74,1.9576250000000004,9.53,19.0
158296,3.0,1600.0,39.841875,39.84,30.33460600184753,39.841875,0.19,99.15,0.02,0.025,53.65,19.0
158309,3.0,1800.0,62.02412500000001,65.02,28.62707393545201,25.39412500000001,0.22,94.9875,48.57,44.3415,60.47,19.0
158312,3.0,2000.0,51.97625,54.2,28.254076199857177,28.231500000000004,0.24,92.0125,15.19,15.043625,16.15,19.0
158316,3.0,2000.0,44.51687500000001,44.52,28.66861954073197,25.738125,0.19,91.2875,2.99,0.2717499999999999,9.8,19.0
158317,4.0,2000.0,97.63575,97.64,45.55922008068863,53.40599999999999,0.16,83.12499999999999,42.04,40.10487500000001,45.59,19.0
158321,3.0,2000.0,44.75037500000001,44.75,25.7928042540758,20.55725,0.28,99.325,14.14,13.757374999999998,14.3,19.0
158323,3.0,1800.0,62.54787500000001,66.69,27.754666843852988,32.475125,0.22,94.4875,46.23,32.628625,53.04,19.0
158324,3.0,1800.0,67.54887500000001,67.68,28.413585802214875,28.129875,0.19,99.025,4.43,0.033125,31.68,19.0
158327,3.0,2000.0,73.33125,73.33,35.893021621447275,50.209125,0.14,99.5875,5.3,2.0843750000000005,5.8,19.0
158328,3.0,2000.0,31.862875,31.86,24.50611089495837,18.23325,0.16,89.92500000000004,3.75,2.387875,3.75,19.0
158332,3.0,1800.0,58.54725000000001,66.29,24.03655447159107,24.774875,0.24,99.05,49.23,39.568125,50.32,19.0
158335,3.0,2000.0,54.87175,60.61,29.99682138048304,34.48375,0.21,97.4375,80.88,69.6015,92.96,19.0
158336,3.0,2000.0,52.806625,52.81,26.700338237009312,34.2955,0.19,100.0,4.06,1.3519999999999996,4.06,19.0
158337,3.0,2000.0,38.74075000000001,40.77,25.14189320274802,30.811125,0.17,99.525,0.0,0.0,0.0,19.0
158340,4.0,2000.0,79.15624999999999,79.16,29.688493504074287,39.314375,0.22,91.725,0.03,0.00775,9.55,19.0
158350,3.0,1800.0,32.56825,32.57,24.415976458361072,15.00225,0.28,86.875,10.15,8.157125,10.15,19.0
158355,3.0,1800.0,67.885875,72.76,20.25213181147224,41.55025,0.25,96.6125,46.08,39.481375,67.03,19.0
158356,3.0,1800.0,54.74875,57.24,25.26619256085937,15.9395,0.24,90.375,36.23,31.828375,45.58,19.0
158358,4.0,2000.0,61.75325,65.12,27.251766448158268,33.994625,0.12,90.825,17.77,15.347875,26.06,19.0
158361,3.0,2000.0,40.437625,40.44,24.67833334332991,22.114874999999994,0.16,100.0,0.4,0.401125,0.5,19.0
158367,4.0,2000.0,79.23262500000001,81.13,25.15047631778508,43.40825,0.19,98.4125,0.0,0.0,3.15,19.0
158369,3.0,1800.0,48.497375,53.36,27.756183456852664,22.216875,0.27,96.01250000000002,8.6,8.592125,14.98,19.0
158371,3.0,2000.0,71.32625,78.16,35.57960904776451,51.236375,0.22,98.55,15.23,15.1055,24.07,19.0
158380,3.0,2000.0,47.65774999999999,47.66,30.60524472369548,30.203375,0.14,94.5125,2.99,1.222,2.99,19.0
158386,4.0,2000.0,72.43525,72.44,19.58471225066932,24.608000000000004,0.29,84.925,78.76,73.285375,78.76,19.0
158388,3.0,1800.0,40.00250000000001,42.22,23.6593989261732,16.4505,0.27,93.175,25.98,24.903625,29.31,19.0
158389,3.0,1800.0,47.99425,47.99,23.61897890324815,19.267,0.26,99.4625,29.41,27.810125,29.41,19.0
158393,3.0,2000.0,41.59825,44.54,28.433995413318105,26.918375,0.15,98.9875,10.21,10.192749999999998,16.16,19.0
158395,3.0,1800.0,85.78599999999999,85.79,18.47831271525738,47.447,0.32,98.55,3.08,0.012,3.08,19.0
158401,3.0,2000.0,79.23262500000001,81.13,20.98455275006705,0.0,0.29,82.39999999999998,0.0,0.0,3.15,19.0
158408,3.0,2000.0,71.66962500000002,73.83,17.12617579457093,1.396625,0.38,80.32499999999997,97.29,18.531625,97.29,19.0
158410,3.0,2200.0,86.373875,93.21,28.530667432885995,15.047875,0.26,97.3125,25.33,10.101125,30.67,19.0
158411,3.0,2200.0,68.04499999999999,73.79,25.606778645672588,13.17325,0.26,95.975,103.05,22.170375,115.04,19.0
158412,3.0,2200.0,48.336375,50.36,24.269831250563573,9.595375,0.19,97.0125,0.0,0.0,0.0,19.0
158416,3.0,2200.0,80.266625,80.27,27.114031969121665,6.93525,0.2,98.6375,5.46,0.1595,5.46,19.0
158418,3.0,2200.0,48.93075000000001,51.87,23.35754226701421,7.3325,0.2,98.25,18.85,8.63875,24.23,19.0
158419,3.0,2200.0,35.24175,35.24,20.604364427601773,3.37875,0.18,82.0875,3.92,0.17575,3.92,19.0
158420,3.0,2200.0,46.89775,47.86,24.32467801911937,3.3425,0.2,85.22500000000002,2.23,0.0,9.33,19.0
158421,3.0,2000.0,62.370375,66.39,23.64337689397179,1.263875,0.24,79.92500000000003,30.09,12.382125,38.33,19.0
158423,3.0,2000.0,84.874,86.65,16.727285777547927,0.8647499999999999,0.46,83.88749999999997,2.65,0.0,3.08,19.0
158425,3.0,2200.0,53.255,55.48,23.15330509611514,1.27875,0.28,88.95,20.4,5.207625,21.11,19.0
158426,3.0,2000.0,105.700625,105.97,36.794804723016775,8.3295,0.22,70.4,52.98,10.938375,53.42,19.0
158430,3.0,1800.0,36.125875,36.13,16.074534697814165,3.55775,0.34,79.025,12.3,2.15425,12.3,19.0
158434,3.0,2200.0,57.833875,66.29,18.084761827679,0.0,0.4,98.0375,54.82,6.731125,57.05,19.0
158438,3.0,2200.0,71.02125,71.32,22.36402208642308,3.771875,0.27,98.2625,5.11,0.930375,14.45,19.0
158441,3.0,2200.0,77.17750000000002,82.05,17.639130235906556,9.2915,0.39,85.90000000000002,59.14,13.056500000000002,79.06,19.0
158443,3.0,2200.0,39.7715,42.48,17.86391347047945,0.2685,0.39,79.2875,29.49,3.51625,32.82,19.0
158444,3.0,2200.0,53.730125,58.59,22.58859702025396,5.232875000000001,0.35,91.125,10.55,1.9545000000000003,16.94,19.0
158450,3.0,2200.0,52.56712499999999,53.32,24.91765130675859,5.657125,0.17,92.075,3.43,0.7222500000000001,3.71,19.0
158459,3.0,2200.0,55.5685,58.06,18.15356281992254,0.81975,0.41,81.55000000000003,44.39,8.158750000000001,53.74,19.0
158463,3.0,2200.0,45.23837500000001,45.24,24.676508716289323,4.801125,0.22,99.6625,0.67,0.268875,0.7,19.0
158467,3.0,2200.0,68.125625,73.0,23.80448916950046,6.30825,0.28,87.69999999999996,48.34,4.011625,57.06,19.0
158474,3.0,2000.0,54.447875,54.45,23.124386226983447,1.64125,0.24,87.8875,4.06,0.0,4.06,19.0
158483,3.0,2000.0,83.03875,83.04,25.09973703223687,3.88225,0.28,83.9125,0.06,0.02975,0.64,19.0
158488,3.0,2200.0,65.7475,68.74,20.00167840435732,3.7235,0.31,88.6875,62.32,13.7505,74.22,19.0
158495,2.0,1800.0,43.19675,83.04,19.8988394544944,0.0,0.34,79.9,0.05,0.010625,0.07,19.0
158498,3.0,2000.0,29.388125,67.5,17.580418355897866,0.27075,0.44,79.975,58.09,0.0,69.75,19.0
158499,2.0,1800.0,43.40825,80.3,19.205445482195262,0.0,0.34,94.475,0.0,0.0,2.12,19.0
158512,2.0,1800.0,54.53437499999999,92.87,19.05368239961612,6.222625,0.44,96.3,0.01,0.0,3.08,19.0
158515,3.0,2200.0,38.601875,56.06,22.41719437684567,2.741375,0.3,90.275,2.57,0.628375,4.34,19.0
158516,3.0,2200.0,27.2485,45.57,22.352148237253925,0.332875,0.25,99.9,0.67,0.0,0.67,19.0
158520,3.0,2200.0,34.251125,50.01,20.67645926399664,0.0,0.23,92.6625,20.4,1.5664999999999996,22.83,19.0
158528,2.0,1800.0,16.759375000000002,56.79,16.439028966854032,0.0,0.45,78.1,39.99,0.0,50.42,19.0
158529,2.0,1800.0,39.51775000000001,71.62,20.632632640235137,0.7340000000000001,0.39,77.85000000000002,38.19,1.554125,56.47,19.0
158530,2.0,1800.0,33.43225,72.85,20.124422066761888,1.5307499999999998,0.32,99.7125,6.56,5.598875,18.16,19.0
158533,2.0,1800.0,35.2585,64.23,21.44583595096267,0.0,0.27,85.075,27.73,0.0,34.33,19.0
158538,3.0,2200.0,57.144375,80.27,24.18972014223816,0.0,0.21,95.3,2.28,0.0405,5.5,19.0
158539,3.0,2200.0,66.59224999999999,88.34,22.77057966789098,0.30825,0.29,85.16250000000002,25.28,0.071625,27.82,19.0
158540,2.0,1800.0,29.529625,77.36,17.93669763105964,3.524875,0.4,98.0125,91.82,0.0,97.29,19.0
158543,3.0,2000.0,27.449750000000005,56.13,15.46788105644936,0.0,0.48,88.55,12.23,1.68375,17.12,19.0
158544,3.0,2000.0,50.84162499999999,79.24,16.636002248295988,0.0,0.42,91.3125,52.54,0.0,70.65,19.0
158547,3.0,2200.0,41.077125,49.47,21.806975725061086,0.6705,0.27,96.6875,0.0,0.0,0.0,19.0
158549,3.0,2200.0,49.828,71.6,23.17318048922249,2.171375,0.31,93.275,92.07,0.301,110.31,19.0
158551,2.0,1800.0,25.103375,53.83,18.183563048900307,3.437,0.43,98.75,31.93,0.0,33.53,19.0
158552,2.0,1800.0,16.719125000000002,41.28,16.23968630455552,0.0,0.42,80.075,28.42,0.0,32.25,19.0
158559,2.0,1800.0,35.93675,54.45,20.55165618692955,0.0,0.26,95.75,1.35,0.0,4.06,19.0
158561,3.0,2200.0,24.774875,62.36,16.55787156460749,0.0,0.43,94.3125,46.3,0.0,56.64,19.0
158562,3.0,2200.0,31.623125,57.59,22.060411186506443,2.112875,0.35,92.6375,20.32,0.07275,21.12,19.0
158564,3.0,2000.0,20.925,38.49,16.709167694994775,2.365,0.41,72.85000000000002,10.31,0.0,12.3,19.0
158569,2.0,1800.0,73.55325,117.78,35.30248517809246,11.817875,0.23,79.39999999999998,59.09,8.049499999999998,61.03,19.0
158574,3.0,2200.0,21.87037500000001,35.5,18.48761908943232,0.258375,0.25,88.39999999999998,2.56,0.0,3.92,19.0
158581,3.0,2200.0,31.105375,49.88,22.820609587879247,2.025125,0.27,92.1,2.45,2.174375,9.28,19.0
158586,2.0,2200.0,6.93525,80.27,19.241959385481625,0.0,0.24,85.4625,0.2,0.0,5.5,19.0
158587,2.0,2200.0,15.356125,86.68,20.038089582499182,0.0,0.37,63.975,10.17,0.0,25.4,19.0
158590,2.0,1800.0,8.07925,40.65,14.474456204540369,2.1565,0.44,57.85,2.88,0.726,13.03,19.0
158591,2.0,2200.0,15.9455,70.82,19.25902032068312,0.601,0.36,78.875,23.08,0.611125,103.96,19.0
158595,2.0,2200.0,12.118875,50.86,20.82223457052921,1.853,0.29,86.875,0.0,0.0,0.0,19.0
158599,2.0,2200.0,0.0,58.55,15.57505150296848,0.0,0.45,80.275,6.73,0.0,55.96,19.0
158601,2.0,2200.0,5.133875,45.57,18.01665741547861,0.0,0.28,93.825,0.27,0.0,0.67,19.0
158604,2.0,2000.0,1.263875,63.02,19.821820446231857,0.0,0.3,83.225,12.38,0.0,30.15,19.0
158606,2.0,1800.0,5.232875000000001,53.73,11.559296531892745,0.0,0.55,72.94999999999997,3.93,0.29325,12.53,19.0
158607,2.0,1800.0,9.2915,77.18,15.161204941012109,0.0,0.47,80.96249999999998,13.06,0.0,59.14,19.0
158608,2.0,2200.0,7.3325,48.93,19.29693395994688,0.0,0.25,71.96249999999998,10.24,0.036375,20.45,19.0
158613,2.0,2200.0,8.398499999999999,56.06,20.273993330377508,0.0,0.33,77.425,2.59,1.236,5.58,19.0
158616,2.0,2000.0,3.3265,43.33,15.620376522239884,3.0580000000000003,0.45,71.975,3.87,0.3585,29.87,19.0
158617,2.0,2000.0,13.82775,99.61,18.74505467485641,6.7402500000000005,0.57,86.3875,0.0,0.0,3.08,19.0
158618,2.0,2200.0,3.453875,56.26,19.89429600001605,1.81275,0.34,90.725,0.0,0.0,4.06,19.0
158631,2.0,2000.0,0.81975,55.57,12.962221913502573,0.0,0.58,81.19999999999997,8.16,0.0,44.39,19.0
158632,2.0,2200.0,3.688125,57.32,19.359720445969288,0.296625,0.38,84.04999999999998,5.29,0.00625,20.61,19.0
158633,2.0,2000.0,9.373,71.92,20.812650825419627,2.3305,0.4,76.6625,10.77,5.201375,57.0,19.0
158639,2.0,1800.0,5.8255,67.85,14.471318586923983,1.83125,0.5,76.0125,13.93,0.1763749999999999,62.5,19.0
158643,2.0,2000.0,23.187,120.82,30.59639085447596,3.039375,0.26,75.8625,19.06,0.077125,61.11,19.0
158653,2.0,2000.0,5.302625,72.85,18.6003905708386,0.0,0.34,99.1125,9.81,3.2811250000000007,15.87,19.0
158656,2.0,2000.0,0.0,79.23,18.07646863102353,0.0,0.45,80.08749999999998,0.0,0.0,0.1,19.0
158659,2.0,2200.0,3.637125,35.5,17.229843323870913,0.0,0.27,84.975,0.18,0.0,3.92,19.0
158661,2.0,2000.0,19.63425,92.07,21.359242245492823,14.7125,0.43,91.75,18.53,0.0,97.29,19.0
158663,2.0,2000.0,3.88225,83.04,16.49897828507922,0.0,0.51,73.025,0.04,0.0,0.07,19.0
158671,2.0,2200.0,11.027,55.54,22.0427073465572,5.659374999999999,0.28,94.0625,5.76,3.588,8.77,19.0
158672,2.0,2000.0,8.125625000000001,56.12,17.550410432215926,2.289,0.46,90.45,4.16,0.035,33.56,19.0
158677,2.0,2000.0,0.0,53.73,10.935715427537742,0.0,0.63,57.8625,1.98,0.0,12.53,19.0
158678,2.0,2000.0,13.5565,100.21,15.576513793700538,0.5935,0.76,62.71250000000001,0.0,0.0,3.08,19.0
158680,2.0,2200.0,0.0,58.55,14.8029586173933,0.0,0.47,70.375,0.0,0.0,55.96,19.0
158682,2.0,2000.0,2.34325,79.52,15.635551998619825,2.34325,0.47,72.575,0.04,0.0355,59.18,19.0
158690,2.0,2000.0,0.0,83.04,15.807742634977574,0.0,0.54,62.3,0.01,0.0,0.07,19.0
158692,2.0,2000.0,2.568875,68.32,10.530603177810937,0.466875,0.81,58.675,0.21,0.0295,62.53,19.0
158693,2.0,2200.0,7.684625,55.54,18.21385450378068,0.0,0.32,61.8,6.16,0.402625,9.16,19.0
158698,2.0,2000.0,14.857375,120.82,27.55416717385592,0.0,0.28,57.925,8.14,0.0105,61.12,19.0
158703,2.0,2200.0,0.0,48.93,15.736011860713608,0.0,0.3,64.55,1.63,0.02825,20.48,19.0
158704,2.0,2200.0,2.78375,51.12,19.285110376630108,0.26025,0.31,60.5625,0.0,0.0,0.0,19.0
158706,2.0,2200.0,2.772375,70.82,17.59391744595062,0.0,0.4,67.8375,1.27,0.3578749999999999,104.32,19.0
158710,2.0,2000.0,0.0,55.57,12.742444957138533,0.0,0.61,61.4875,0.0,0.0,44.39,19.0
158711,2.0,2000.0,3.80675,72.66,17.10329882838618,0.7422500000000001,0.46,55.7375,8.13,1.37175,58.37,19.0
158712,2.0,2000.0,1.5307499999999998,72.85,15.914695227540792,0.0,0.38,87.8125,9.24,0.362125,14.6,19.0
158720,2.0,2000.0,2.05675,56.5,18.70823147261128,0.244,0.36,65.2625,0.0,0.0,4.06,19.0
158722,2.0,2200.0,0.258375,35.5,16.768640301258827,0.0,0.28,70.0125,0.0,0.0,3.92,19.0
158725,2.0,2200.0,0.332875,45.57,17.296484105301758,0.0,0.3,59.225,0.0,0.0,0.67,19.0
158726,2.0,2200.0,2.741375,56.06,18.91420738361686,0.0,0.35,60.425,1.86,0.0,5.58,19.0
158732,2.0,2000.0,3.0580000000000003,43.33,12.347076333283711,0.0,0.57,61.7625,1.05,0.6915,30.54,19.0
158733,2.0,2000.0,0.0,79.23,15.656475840470993,0.0,0.57,52.6625,0.0,0.0,0.0,19.0
158737,2.0,2000.0,4.5215,40.65,13.862871879649534,0.0,0.48,52.1125,1.45,0.726,13.76,19.0
158748,2.0,2200.0,0.0,80.27,18.08101143324873,0.0,0.25,64.975,0.66,0.6224999999999999,6.13,19.0
158749,2.0,2200.0,0.30825,86.68,16.871388877666753,0.0,0.42,59.075,0.07,0.0,25.4,19.0
158756,2.0,2200.0,2.4095000000000004,55.66,18.056465591964365,0.0,0.39,55.8375,0.08,0.005,20.48,19.0
158757,2.0,2000.0,0.0,63.02,17.47263479750878,0.0,0.33,65.18749999999999,0.0,0.0,30.15,19.0
158762,2.0,2000.0,6.279375,56.67,12.5661142787956,0.553125,0.58,62.81249999999999,0.07,0.035,33.6,19.0
158763,2.0,2000.0,19.395,93.23,16.641381743636543,1.157625,0.52,67.8125,0.16,0.1627499999999999,97.45,19.0
158773,2.0,2200.0,2.1565,40.65,11.974032938106372,0.0,0.59,47.7375,1.45,0.0,13.76,19.0
158774,2.0,2200.0,7.333875,98.43,13.36269119156374,0.0,0.89,71.94999999999997,0.0,0.0,2.65,19.0
158775,2.0,2400.0,0.601,70.82,15.799132607534268,0.0,0.45,51.15000000000001,0.97,0.0,104.32,19.0
158778,2.0,2200.0,2.05675,56.5,17.492356847934392,0.0,0.38,53.2375,0.0,0.001875,4.07,19.0
158779,2.0,2200.0,0.0,72.55,15.36904472560682,0.0,0.4,79.45,4.02,0.3795,14.74,19.0
158780,2.0,2200.0,3.5257499999999995,43.3,12.022161740807473,0.467625,0.62,59.975,1.6,0.5515,31.1,19.0
158782,2.0,2200.0,3.07275,71.93,14.881365932188592,0.0,0.52,56.0625,6.57,0.0,56.47,19.0
158785,2.0,2400.0,0.0,55.31,16.817254880293728,0.0,0.39,47.17500000000001,1.26,0.027,5.32,19.0
158788,2.0,2200.0,0.0,55.57,11.152262831290413,0.0,0.68,57.96249999999999,0.0,0.0,44.39,19.0
158789,2.0,2200.0,2.34325,79.52,14.856542075815383,0.0,0.49,70.8375,0.07,0.0355,59.21,19.0
158790,2.0,2400.0,5.659374999999999,54.58,17.02913603132156,0.0,0.34,58.2625,3.99,0.0,8.39,19.0
158791,2.0,2400.0,0.0,45.57,16.11517556625062,0.0,0.33,40.65000000000001,1.01,1.007625,1.68,19.0
158795,2.0,2400.0,0.0,86.68,13.171470233236358,0.0,0.54,40.1,0.0,0.0,25.4,19.0
