,dangerLevel,elevation_th,HN72_24,HN24_7d,Pen_depth,HN24,min_ccl_pen,RH,wind_trans24_3d,wind_trans24,wind_trans24_7d,warnreg
106864,4.0,1800.0,83.05775,86.25,34.000872488388204,35.92,0.2,100.0,8.58,2.5557500000000006,74.52,16.0
106870,3.0,1800.0,10.620625,10.62,25.372512051235127,3.28175,0.32,88.98750000000004,34.92,12.910625,68.85,16.0
106871,4.0,1800.0,76.4935,92.6,30.41327681408952,38.393,0.15,99.95,0.03,0.0,5.62,16.0
106872,3.0,1800.0,24.041875,28.22,19.51873838443078,7.19625,0.25,98.3375,24.1,6.9673750000000005,39.24,16.0
106873,3.0,1800.0,5.94375,8.03,11.548549436819346,3.680625,0.82,97.3875,0.0,0.0,0.13,16.0
106875,4.0,1800.0,65.088375,76.81,28.10568598368803,31.062625,0.25,100.0,53.06,33.14475,69.84,16.0
106878,3.0,1800.0,29.743125,29.74,26.095419426916948,20.123875,0.18,93.1875,116.0,67.50224999999999,210.28,16.0
106881,3.0,2000.0,43.04925,48.48,24.91821292156188,18.73975,0.21,71.225,91.55,13.8555,223.96,16.0
106884,3.0,1800.0,69.72525,108.79,21.805699643347992,24.545375000000003,0.24,62.5375,56.14,15.84525,79.43,16.0
106886,3.0,1800.0,80.44850000000002,114.8,32.43685699658108,18.691875,0.21,33.6125,74.43,16.30325,162.47,16.0
106888,3.0,2000.0,40.017125,59.34,20.87434410582848,18.18975,0.27,60.025,84.18,2.0325,255.55,16.0
106889,3.0,1800.0,81.339625,113.0,25.35396076429004,20.3975,0.22,60.225,0.0,0.0,4.86,16.0
106890,3.0,1800.0,66.04437499999999,78.52,24.24467097483795,27.3115,0.14,39.9375,41.64,2.037,125.33,16.0
106892,3.0,1800.0,57.29299999999999,73.92,27.988934758874223,29.7285,0.24,61.40000000000001,16.53,2.22075,74.21,16.0
106893,3.0,1800.0,85.55787500000002,112.33,22.539689178162927,33.557875,0.28,59.81250000000001,95.01,16.0255,135.96,16.0
106894,3.0,2000.0,84.62974999999999,128.14,27.555015241836468,27.017,0.25,99.7,71.23,0.375125,322.88,16.0
106895,3.0,2000.0,23.062625000000004,38.3,24.24272651035392,8.50375,0.3,60.55,65.96,41.521625,120.49,16.0
106896,3.0,2000.0,15.178125,18.68,25.5385825443433,8.062375,0.27,47.9875,20.29,1.59425,64.61,16.0
106897,3.0,2000.0,45.678125,58.15,28.56157427436028,25.17,0.22,55.43749999999999,118.28,30.443125,118.28,16.0
106900,3.0,1800.0,114.968,155.38,24.252152947399,30.120625,0.26,57.15,18.74,8.5,67.61,16.0
106905,3.0,1800.0,65.66525,94.59,24.724382411190053,17.773124999999997,0.27,75.2375,48.44,8.95575,78.74,16.0
106907,3.0,2000.0,7.425624999999997,12.46,14.80477041607286,3.0495,0.57,68.7,32.46,11.002875,177.83,16.0
106908,3.0,2000.0,17.442999999999998,19.93,12.396447204124168,11.9025,0.31,84.0875,0.0,0.0,0.13,16.0
106920,3.0,1800.0,81.48624999999998,109.09,25.20570257428343,22.84275,0.23,77.6875,3.61,0.0,68.87,16.0
106924,3.0,2000.0,4.445875000000001,16.8,12.238196002554355,4.184500000000001,0.73,61.8625,4.77,1.546125,88.35,16.0
106926,3.0,1800.0,64.47550000000001,78.06,25.01085338061085,27.99375,0.18,63.1875,21.15,14.71725,23.37,16.0
106927,3.0,2000.0,33.371875,40.01,19.297114247996387,23.064,0.22,66.2125,13.44,1.090625,32.91,16.0
106934,3.0,2000.0,27.46975,41.64,21.78115444257515,13.413625,0.29,49.675,19.54,3.323375,41.03,16.0
106947,3.0,1800.0,54.340375,66.69,22.25643859261147,12.615,0.25,68.14999999999999,208.26,46.03625,388.76,16.0
106951,3.0,2000.0,20.6945,24.27,13.843871220830032,11.4335,0.95,75.63749999999997,12.15,0.0,15.68,16.0
106952,3.0,1800.0,74.28399999999998,92.87,22.536688420513435,26.22600000000001,0.25,65.1875,70.12,55.22575000000001,100.59,16.0
106954,3.0,2000.0,4.859,8.76,12.714951224405745,2.11275,0.87,61.1875,35.11,28.066125,64.55,16.0
106959,3.0,2000.0,33.057125,41.22,15.633211594090447,15.2575,0.32,53.74375000000001,45.88,25.977625,206.05,16.0
106966,3.0,2000.0,56.188,78.06,22.922863088173127,0.0,0.27,18.1875,39.78,20.878875,43.83,16.0
106969,3.0,2000.0,4.612750000000001,9.63,11.3743747949099,0.16675,0.78,35.0,7.98,6.13,73.43,16.0
106970,3.0,2000.0,29.669,38.76,16.380348415381313,0.780125,0.3,33.7125,2.09,0.0,29.55,16.0
106988,3.0,2000.0,20.61,41.64,20.090522807458704,0.0,0.37,32.175000000000004,10.29,0.0,38.97,16.0
106992,3.0,2000.0,15.583125,17.85,11.827938844656009,0.0,0.88,36.96250000000001,0.0,0.0,0.13,16.0
106999,3.0,2000.0,58.762875,109.09,22.700156667494788,0.0,0.24,24.05,20.52,17.967125,71.82,16.0
107005,3.0,2000.0,48.835625,94.59,22.139568104702,0.0,0.28,34.825,73.9,31.8035,110.33,16.0
107009,3.0,2000.0,39.18625,48.81,22.415328303118176,0.3225,0.26,27.8875,82.96,1.59975,220.48,16.0
107011,3.0,2000.0,47.7145,73.64,25.61358867897448,2.47275,0.26,28.0875,29.01,15.5645,82.29,16.0
107012,3.0,2000.0,30.37325,40.13,13.80774732919862,0.202625,0.36,30.8125,47.95,8.21275,204.92,16.0
107016,3.0,2000.0,38.390625,58.4,25.10038242242757,0.244375,0.24,30.13750000000001,109.59,18.632875,136.92,16.0
107017,3.0,2000.0,17.13525,38.3,21.71920979608581,0.0,0.32,34.7875,71.82,16.75525,136.86,16.0
107019,3.0,2000.0,66.98637500000001,129.9,24.73440409420101,1.7595,0.27,36.3625,31.96,0.204875,315.28,16.0
107020,3.0,2000.0,5.099625,12.46,13.280255283941887,0.0,0.7,34.300000000000004,36.71,14.628875,174.12,16.0
107026,3.0,2000.0,57.86175,92.87,20.53475694615917,0.0,0.33,25.26250000000001,69.86,7.2578749999999985,107.85,16.0
107027,3.0,2000.0,67.608625,113.0,20.55897750526273,0.66875,0.3,32.9,65.06,3.952625,139.58,16.0
107029,3.0,2000.0,23.461875,59.85,19.178562138912977,0.512,0.29,36.25,41.52,1.821,251.92,16.0
107031,3.0,2000.0,4.487875,7.2,12.35675206268807,0.237625,0.88,30.5625,44.21,9.28875,58.69,16.0
107038,3.0,2000.0,11.344125,18.68,23.11018067547916,0.0,0.27,28.1125,31.77,17.2615,77.39,16.0
107040,3.0,2000.0,53.40924999999999,77.05,21.97751103376699,0.440875,0.2,24.175,29.93,10.48075,123.46,16.0
107041,3.0,2000.0,59.109125,113.32,23.33997380175041,0.318625,0.24,34.7125,0.0,0.0,2.07,16.0
107042,3.0,2000.0,14.55,24.27,12.847961597210364,0.0,0.96,33.0625,15.85,11.191,26.4,16.0
107044,3.0,2000.0,39.034625,66.69,21.0374445187259,0.0,0.31,39.025,169.12,19.746875,387.65,16.0
107046,3.0,2000.0,50.88225,115.32,32.317036778026626,0.51975,0.25,19.15,52.04,2.333625,161.64,16.0
107047,3.0,2000.0,53.7215,109.12,17.463626165524794,0.32575,0.29,32.025,96.59,46.65175,126.08,16.0
107048,3.0,2000.0,83.96775000000002,155.65,21.495561850434463,0.266875,0.27,22.8,24.96,9.643250000000002,75.62,16.0
107049,2.0,1800.0,13.413625,40.25,19.03505614453843,0.0,0.38,66.675,3.32,0.0,36.39,16.0
107051,2.0,1800.0,18.70175,59.85,18.60233095466693,0.0,0.3,61.675,9.98,6.124,245.18,16.0
107056,3.0,2200.0,24.87112500000001,109.12,15.846591363892422,0.0,0.33,45.95,75.27,12.770874999999998,136.23,16.0
107057,3.0,2200.0,26.22600000000001,92.87,19.066188521359138,0.0,0.36,48.525,64.36,1.879125,109.73,16.0
107058,3.0,2200.0,12.615,66.69,19.905353588466,0.0,0.31,52.0625,80.48,14.695,379.22,16.0
107070,3.0,2200.0,19.06225,48.81,21.485733556770786,0.0,0.27,58.85,21.64,6.181000000000001,213.21,16.0
107071,2.0,1800.0,11.9025,17.85,10.25014047455158,0.0,1.42,61.425,0.0,0.0,0.1,16.0
107072,2.0,1800.0,4.351375000000001,7.11,11.366485442635696,0.0,0.78,68.4,7.68,0.0,56.0,16.0
107087,3.0,2200.0,22.84275,109.09,21.194965596090363,0.0,0.3,58.2375,44.09,26.123875,76.65,16.0
107088,3.0,2200.0,25.414375,58.4,23.37396404300818,0.0,0.27,57.9625,58.38,9.3005,146.22,16.0
107089,3.0,2200.0,20.716,112.99,21.648571354699893,0.0,0.27,48.8875,0.0,0.0,1.88,16.0
107091,3.0,2200.0,8.062375,18.68,21.681668052105664,0.0,0.28,59.3125,31.53,12.673375,88.19,16.0
107094,3.0,2200.0,37.144625,77.17,24.74240511602809,4.943249999999999,0.32,65.00000000000001,31.26,13.476875,88.81,16.0
107095,3.0,2200.0,30.387375,155.15,20.53676148886292,0.0,0.34,44.475,20.84,2.696375,76.16,16.0
107103,2.0,1800.0,15.460125,37.49,14.754742014265368,0.0,0.4,60.71250000000001,41.29,7.101874999999999,194.76,16.0
107105,3.0,2200.0,19.211625,115.32,30.13804180827785,0.0,0.28,48.0875,20.07,1.434875,148.63,16.0
107108,3.0,2200.0,34.226625,110.92,19.617819843225533,0.0,0.33,59.15,32.58,12.601625,148.14,16.0
107114,2.0,1800.0,26.160375,40.78,17.233391658127914,2.31625,0.3,61.06249999999999,1.09,0.0,24.6,16.0
107116,3.0,2200.0,27.99375,78.06,21.42229126175672,0.0,0.3,43.2875,49.49,13.89075,57.27,16.0
107118,3.0,2200.0,29.22075,127.45,22.94693166532206,0.444125,0.28,65.9625,0.74,0.1575,277.83,16.0
107119,3.0,2200.0,8.50375,35.46,20.69824500684815,0.0,0.34,68.35,90.94,32.66137499999999,167.24,16.0
107120,3.0,2200.0,31.802875,80.47,20.63236225453185,4.050249999999999,0.21,53.46250000000001,28.74,16.221749999999997,128.48,16.0
107125,3.0,2200.0,2.35025,6.96,12.311993387597434,0.0,0.89,73.45,39.45,2.091125,52.62,16.0
107126,3.0,2200.0,4.136875,13.55,13.408107142812064,1.0877500000000002,0.69,58.5375,29.64,4.0077500000000015,170.65,16.0
107149,3.0,2200.0,0.51975,102.49,28.479799303059405,0.0,0.32,73.43749999999999,5.85,2.077,101.93,16.0
107150,2.0,1800.0,0.3225,48.81,20.49656849866141,0.0,0.27,76.4125,11.92,4.140875,141.78,16.0
107151,2.0,1800.0,0.16675,5.77,11.282473110352631,0.0,0.8,80.8125,6.13,0.0,28.43,16.0
107154,3.0,2200.0,0.0,78.06,20.070341317003184,0.0,0.31,74.275,35.34,0.5720000000000002,56.74,16.0
107157,2.0,1800.0,3.376125,41.06,16.060857761275507,0.279875,0.32,71.39999999999998,0.0,0.0,18.59,16.0
107158,2.0,1800.0,2.717375,58.7,19.529692951176727,2.2055,0.3,75.5,12.66,4.714,171.95,16.0
107161,2.0,1800.0,3.16575,39.78,16.986631849108957,2.963125,0.29,70.05,19.1,3.783375,96.86,16.0
107163,3.0,2200.0,14.010125000000002,83.76,28.5366643020363,6.59425,0.33,89.1875,31.04,1.994625,66.22,16.0
107166,3.0,2200.0,0.266875,140.85,19.355643244648896,0.0,0.36,74.425,12.34,0.0,45.02,16.0
107167,3.0,2200.0,0.66875,106.63,18.903972665029134,0.0,0.33,75.16250000000002,18.89,2.3365,140.21,16.0
107176,3.0,2200.0,10.707875,86.68,21.562159269121924,6.2165,0.21,78.23750000000003,29.52,2.8127500000000003,85.23,16.0
107178,3.0,2200.0,0.0,105.9,20.42524093866621,0.0,0.32,80.75000000000001,44.23,0.14175,52.82,16.0
107179,3.0,2200.0,0.318625,97.21,20.922618343454207,0.0,0.28,83.44999999999997,0.09,0.08775,0.12,16.0
107180,2.0,1800.0,0.244375,57.65,21.938479386964573,0.0,0.28,77.67500000000003,33.54,5.6075,151.83,16.0
107188,3.0,2200.0,1.436625,8.15,13.136171763859757,1.199,0.79,80.9375,11.76,0.380875,47.44,16.0
107190,3.0,2200.0,2.23125,33.02,19.97812981342245,2.23125,0.36,80.32499999999997,50.06,0.643875,128.48,16.0
107191,3.0,2200.0,1.239875,13.7,13.34617691555269,0.152125,0.69,77.4875,19.05,0.410375,77.17,16.0
107192,3.0,2200.0,8.475999999999999,113.7,23.6411254891384,6.27225,0.37,88.075,6.8,6.4351249999999975,172.22,16.0
107196,3.0,2200.0,1.491,20.17,21.59005895008132,1.491,0.29,83.05000000000003,30.71,0.7742499999999999,67.22,16.0
107200,2.0,1800.0,1.0147500000000005,38.47,19.6131601787934,1.0147500000000005,0.39,79.7875,0.0,0.0,27.42,16.0
107206,2.0,1800.0,0.0,17.85,10.181560184174108,0.0,1.44,82.225,0.0,0.0,0.0,16.0
107208,3.0,2200.0,0.0,66.69,18.771908739896467,0.0,0.32,70.0125,34.46,0.015625,278.73,16.0
107211,3.0,2200.0,0.32575,94.73,15.3033450907335,0.0,0.36,69.925,63.95,4.5255,133.11,16.0
107213,3.0,2200.0,0.0,88.0,18.58724370928357,0.0,0.38,74.8875,9.14,0.0,87.28,16.0
107214,2.0,1800.0,0.0,24.27,12.426419366023277,0.0,0.99,64.5375,29.92,0.0,43.46,16.0
107215,2.0,2000.0,2.5265,9.95,14.096680012451296,1.2867499999999998,0.61,85.075,4.77,0.351125,51.86,16.0
107216,2.0,2000.0,10.2835,96.67,25.037126840320376,3.567125,0.37,93.15,30.47,23.874250000000004,101.91,16.0
107218,2.0,2000.0,0.0,20.69,12.036070860456151,0.0,1.05,75.975,18.73,0.0,42.07,16.0
107231,2.0,2000.0,4.52275,19.7,20.03245111678768,3.031875,0.3,70.4,16.61,3.159375,54.16,16.0
107234,2.0,2000.0,5.02275,28.09,19.72283399067352,2.791625,0.37,79.3,36.53,3.225375,119.24,16.0
107249,2.0,2000.0,2.579375,43.11,19.217831202832013,0.373875,0.3,77.5875,15.78,4.94525,101.79,16.0
107250,2.0,2000.0,0.0,17.44,10.095198878545524,0.0,1.47,83.4125,0.0,0.0,0.0,16.0
107251,2.0,2000.0,2.587375,7.2,11.860040581196964,2.587375,0.74,80.8875,2.77,2.771375,13.67,16.0
107252,2.0,2000.0,2.257,29.73,18.59349552467508,1.24225,0.4,78.95,0.0,0.0,19.54,16.0
107253,2.0,2000.0,7.069375,12.17,14.591671029418016,5.870375,0.65,77.7125,7.68,5.204625,52.08,16.0
107257,2.0,2000.0,0.0,45.92,20.3746134889546,0.0,0.29,77.8625,23.02,8.11225,159.94,16.0
107258,2.0,2000.0,12.593125,79.08,21.198208026186528,2.32625,0.22,83.39999999999998,26.77,7.730874999999997,78.88,16.0
107262,2.0,2000.0,0.0,64.48,19.355320694587807,0.0,0.32,86.1,14.56,0.09725,56.59,16.0
107263,2.0,2000.0,0.0,74.28,17.739098411034263,0.0,0.38,84.875,1.9,0.022125,79.28,16.0
107264,2.0,2000.0,0.527,54.87,18.38244358531768,0.527,0.34,79.81250000000001,14.9,0.1865,242.9,16.0
107265,2.0,2000.0,3.6155,37.77,15.725856382610688,1.019375,0.32,70.27499999999999,0.03,0.02775,13.47,16.0
107267,2.0,2000.0,14.7365,74.5,22.533232644590665,3.19925,0.36,79.1875,17.16,1.6905,49.25,16.0
107268,2.0,2000.0,0.2635,115.5,18.76466448762606,0.2635,0.45,90.525,2.75,0.053,31.14,16.0
107277,2.0,2000.0,0.0,43.37,19.85909235634793,0.0,0.28,75.05,14.01,3.687,107.16,16.0
107279,2.0,2000.0,7.88775,41.15,16.708006516667393,4.92475,0.29,76.775,19.25,8.36875,73.34,16.0
107281,2.0,2000.0,0.5882499999999999,82.25,21.552609816788785,0.5882499999999999,0.29,90.5,4.41,4.318125,4.41,16.0
107283,2.0,2000.0,1.29575,71.35,16.00378141010003,1.29575,0.37,70.7,22.9,5.603499999999999,125.69,16.0
107284,2.0,2000.0,1.493,82.46,29.752114763056827,1.493,0.33,84.0625,26.99,23.48,103.75,16.0
107285,2.0,2000.0,2.3735,83.86,20.959655880253667,2.3735,0.33,86.7375,28.55,2.28275,50.12,16.0
107286,2.0,2000.0,0.0,86.23,18.07444903940389,0.0,0.33,92.5625,15.44,0.503,114.41,16.0
107291,2.0,2000.0,0.0,65.67,18.56995438342,0.0,0.38,87.07499999999996,32.72,7.7765,112.96,16.0
107307,2.0,1800.0,4.86075,9.47,12.511931335659574,2.27325,0.68,79.2125,5.86,3.08425,13.84,16.0
107311,2.0,1800.0,3.697375,42.88,20.73203347756251,3.697375,0.27,75.7875,20.66,12.829250000000002,109.8,16.0
107314,2.0,1800.0,3.75025,62.86,22.05726459313161,3.161875,0.29,88.65,5.5,1.093625,5.5,16.0
107315,2.0,1800.0,9.595625,20.94,22.118580954126053,5.07275,0.3,70.3375,9.29,5.354,53.73,16.0
107318,2.0,1800.0,7.729125000000002,66.49,23.776365291618795,5.355625000000002,0.32,82.8,6.3,3.87075,52.94,16.0
107325,2.0,1800.0,2.6097500000000005,17.16,12.67043776513508,2.6097500000000005,0.4,77.075,3.42,3.423625,38.0,16.0
107329,2.0,1800.0,16.467,69.12,23.27614885428713,6.67375,0.31,79.35000000000002,6.34,2.653375,48.83,16.0
107330,2.0,1800.0,3.01575,41.41,22.820089066509915,3.01575,0.29,76.425,27.28,13.555375000000002,146.17,16.0
107334,2.0,1800.0,10.622125,15.11,15.423969055245356,3.5526249999999995,0.62,73.0375,10.8,5.21075,57.1,16.0
107338,2.0,1800.0,3.4245,52.26,21.01985119665909,3.4245,0.37,92.35,21.06,6.655125000000001,113.28,16.0
107339,2.0,1800.0,7.297875,39.28,17.922736251306702,5.998875,0.32,71.0125,0.07,0.04625,2.17,16.0
107340,3.0,2600.0,2.88925,59.08,20.248967332108,2.88925,0.32,87.8,0.76,0.093875,54.43,16.0
107342,2.0,1800.0,3.119,56.84,14.785857887758244,1.823375,0.4,76.39999999999998,16.85,6.720125000000001,126.21,16.0
107344,3.0,2200.0,18.52625,48.9,22.85439487830267,10.638375,0.3,75.025,19.29,7.1400000000000015,74.34,16.0
107351,2.0,1800.0,15.671499999999998,73.13,25.64878040793211,7.12875,0.2,76.73750000000003,27.01,16.466124999999998,73.16,16.0
107356,2.0,1800.0,4.621,10.81,14.791145696397074,3.1821250000000005,0.58,81.275,2.23,1.4703750000000002,42.95,16.0
107357,2.0,1800.0,17.27575,84.71,26.55777306039548,7.436375,0.37,82.5125,69.6,39.28675,101.72,16.0
107358,2.0,1800.0,6.7970000000000015,30.26,21.440689989569712,4.2175,0.28,79.7,22.41,12.753749999999998,70.06,16.0
107359,2.0,1800.0,5.414624999999999,63.28,22.777015630083145,5.414624999999999,0.35,78.1625,0.07,0.0475,71.8,16.0
107360,2.0,1800.0,2.444,18.03,10.878675749955915,2.444,0.99,82.60000000000002,0.0,0.0,0.0,16.0
107362,2.0,1800.0,8.77625,25.91,20.965282170838424,3.7535,0.38,75.45,7.73,3.8563750000000008,112.21,16.0
107367,2.0,1800.0,6.58175,45.62,19.54045706067864,6.05475,0.34,77.37500000000001,3.76,3.561875000000001,187.58,16.0
107368,2.0,1800.0,9.247625,29.86,25.38295950335389,6.9906250000000005,0.33,80.8625,0.0,0.0,10.29,16.0
107369,3.0,2600.0,10.682,61.56,35.0568289162579,9.189,0.31,79.01249999999997,49.47,23.916625,102.95,16.0
107370,2.0,2000.0,6.966125,31.84,16.893188477272123,3.847375,0.34,75.5625,14.83,2.506375,94.62,16.0
107371,2.0,2000.0,23.292875,41.72,23.976462437155924,7.729750000000001,0.33,76.675,18.16,2.649,63.23,16.0
107372,2.0,2000.0,9.252875,43.48,20.529443068747952,3.627875,0.42,99.275,1.86,0.359375,36.77,16.0
107374,2.0,2000.0,5.45225,23.23,19.928723213930933,2.02775,0.36,80.35,16.86,2.4283750000000004,82.56,16.0
107377,2.0,2000.0,13.039125,22.59,23.761990977537685,4.93425,0.3,80.625,8.86,0.350375,41.17,16.0
107382,2.0,2000.0,13.063375,32.27,30.54615219530551,2.38125,0.32,69.5125,53.42,6.01975,75.57,16.0
107383,2.0,2000.0,4.6195,30.03,21.14967411337727,1.60375,0.3,76.0125,28.93,7.261749999999997,92.91,16.0
107384,2.0,2000.0,14.0875,36.93,24.12070497279879,6.3583750000000006,0.39,76.11250000000003,9.8,3.645875,54.03,16.0
107389,2.0,2000.0,3.697375,22.76,20.308907788138683,0.0,0.27,79.95,19.4,2.8805000000000005,45.17,16.0
107393,2.0,2000.0,25.269,55.66,27.43386838610101,13.141375,0.33,97.4375,1.07,0.54375,21.91,16.0
107395,2.0,2000.0,10.9265,37.37,18.756584716209083,3.908375,0.34,76.85000000000002,0.07,0.0,1.16,16.0
107396,2.0,2000.0,2.88925,30.88,19.28789243130141,0.0,0.33,75.1875,0.68,0.491125,50.74,16.0
107401,2.0,2000.0,9.244,29.96,23.416502137945923,5.494,0.29,82.85000000000002,5.93,0.5175,6.02,16.0
107402,2.0,2000.0,15.032624999999998,58.77,23.899864701545788,5.159875,0.32,77.87499999999999,4.52,0.176875,37.78,16.0
107405,2.0,2000.0,18.352875,56.37,24.20468518334601,8.897875,0.2,79.98750000000003,28.71,4.508875,60.26,16.0
107410,2.0,2000.0,6.58175,19.2,19.04912267181123,0.0,0.35,71.6375,8.82,5.071625,89.31,16.0
107418,2.0,2000.0,14.495,28.92,23.075924799880053,6.2618750000000025,0.27,85.525,0.0,0.0,3.32,16.0
107419,2.0,2000.0,2.444,14.35,9.999025027597709,0.0,1.5,85.39999999999998,0.0,0.0,0.0,16.0
107425,2.0,2000.0,2.6097500000000005,14.04,12.620986515622487,0.0,0.41,80.7,5.04,1.62075,34.96,16.0
107426,2.0,2000.0,9.765375,30.67,20.88578599969534,5.174125,0.29,84.86250000000003,25.11,7.41075,39.8,16.0
107427,2.0,2000.0,6.926375000000001,11.28,13.33694514763291,2.0655,0.62,72.81250000000001,8.14,2.289,15.82,16.0
107431,2.0,2000.0,6.545249999999999,17.28,20.39519526070631,0.0,0.39,76.3125,8.3,1.215625,99.88,16.0
107434,2.0,2000.0,9.422875,12.97,14.750210017833234,0.0,0.63,75.76249999999997,11.82,1.402625,51.64,16.0
107440,2.0,2000.0,8.806750000000003,13.1,16.366182116300777,4.338,0.48,75.3875,1.98,0.1545,32.03,16.0
107442,2.0,2000.0,7.1371249999999975,33.36,22.316313141904185,1.722375,0.33,81.75,0.08,0.009375,64.44,16.0
107445,2.0,2000.0,14.569,50.06,25.37522112064591,3.565625,0.32,85.8625,69.64,6.483,76.82,16.0
107457,3.0,2400.0,16.327625,33.54,25.511129344096,4.494375,0.25,97.2375,5.43,2.6025,38.16,16.0
107458,3.0,2400.0,7.629375,8.16,18.935141296158733,1.5746250000000002,0.36,91.2125,25.9,17.266,60.54,16.0
107462,3.0,2400.0,23.56675,26.66,33.851989462843626,14.175,0.14,99.0,20.21,0.04775,37.82,16.0
107463,3.0,2400.0,7.500999999999999,7.5,12.78220933974509,5.056875,0.26,99.025,0.0,0.0,0.0,16.0
107465,3.0,2400.0,22.26525,24.52,27.19850509461465,9.012875,0.28,97.7875,0.02,0.0172499999999999,0.02,16.0
107468,3.0,2400.0,10.551749999999998,10.55,24.98974915682012,3.4148749999999994,0.33,85.8375,15.65,15.593625,24.81,16.0
107470,3.0,2400.0,10.051875,10.72,21.39805998202141,0.7991250000000001,0.4,89.19999999999996,15.73,14.381625,35.13,16.0
107477,3.0,2400.0,16.47625,28.52,27.520384319676783,5.474125,0.33,94.225,45.77,0.0,76.44,16.0
107490,3.0,1800.0,21.37175,29.46,23.1434676733826,3.003375,0.27,91.825,16.67,6.876500000000001,44.13,16.0
107498,3.0,2400.0,8.386000000000001,8.71,23.58753414008208,4.688375,0.26,98.8375,15.74,0.032625,31.35,16.0
107499,3.0,2400.0,25.0055,25.54,24.24461712196784,0.0,0.36,81.47500000000002,1.64,0.6255,14.03,16.0
107502,3.0,2400.0,5.202000000000001,5.2,19.14648813448796,2.31275,0.33,82.45,2.06,1.470125,37.49,16.0
107504,3.0,2400.0,21.249,23.62,31.85253529303485,9.534875,0.38,92.3625,11.1,3.583625,57.62,16.0
107505,3.0,2400.0,9.105625,10.01,23.12651196495812,0.45,0.29,83.55,9.4,7.791500000000001,13.81,16.0
107513,3.0,2400.0,11.8655,16.39,23.363016067020663,1.85825,0.3,86.9875,9.52,3.812125,43.38,16.0
107514,3.0,2400.0,25.520875,38.55,29.209516785160844,9.49425,0.19,90.525,23.94,2.96925,61.19,16.0
107516,3.0,2400.0,12.241125,12.49,31.73948083147437,7.621625,0.27,96.325,20.82,0.0,62.47,16.0
107517,3.0,2400.0,20.4675,22.48,37.37470503437645,8.89725,0.32,82.92499999999998,30.46,0.52525,59.79,16.0
107524,3.0,2200.0,11.526375000000002,22.15,18.767434798609862,5.4995,0.22,61.99999999999999,21.3,16.45075,34.18,16.0
107527,3.0,2200.0,5.27775,14.05,20.83833710326968,1.92575,0.36,47.52499999999999,12.6,8.6615,52.99,16.0
107528,3.0,2200.0,6.329375,12.04,16.826471048320037,1.991375,0.49,57.0,69.65,62.950875,75.89,16.0
107529,3.0,2200.0,15.063375,32.78,26.330953071338893,6.0237500000000015,0.34,56.01249999999999,7.4,0.914875,77.15,16.0
107531,3.0,1800.0,11.157125,29.68,22.17696594192352,0.424,0.29,57.7125,12.8,3.276375,39.2,16.0
107536,2.0,2000.0,6.769125,12.39,16.666687132209848,2.341875,0.5,63.4125,22.15,7.408125,38.58,16.0
107538,2.0,2000.0,26.464625,46.19,24.883446062897463,8.072875,0.2,55.00000000000001,9.85,2.368625,53.08,16.0
107540,3.0,2200.0,17.323999999999998,26.94,24.35071574642127,5.981,0.24,82.55,0.0,0.0,0.07,16.0
107544,3.0,2200.0,6.781375,10.53,18.369211674896267,0.8375,0.31,58.1875,42.03,33.7185,47.53,16.0
107551,2.0,2000.0,13.141375,25.27,21.504934239820727,0.0,0.38,51.175,9.57,8.399125,12.79,16.0
107555,3.0,2200.0,20.63925,28.37,27.4073881856498,4.746125,0.4,61.7875,31.97,24.73775,64.39,16.0
107557,3.0,2200.0,17.958624999999994,20.97,28.69466344151248,8.7335,0.28,87.2125,35.74,28.474,72.31,16.0
107558,2.0,2000.0,7.053999999999999,16.65,22.70733333774908,0.26125,0.31,65.325,15.68,11.52075,37.64,16.0
107564,2.0,2000.0,14.141125,35.55,25.99216836247041,4.487,0.35,76.8875,14.09,11.311125,33.91,16.0
107566,3.0,2200.0,3.847375,6.97,15.58274293742574,0.0,0.35,58.4,42.34,37.735375,71.96,16.0
107574,3.0,2200.0,6.6995000000000005,11.56,15.069212761927233,2.57,0.44,53.92500000000001,5.02,2.732875,10.88,16.0
107582,3.0,2200.0,7.423624999999999,11.12,21.982668257502933,2.73525,0.25,76.56250000000001,6.7,3.78375,33.53,16.0
107589,3.0,2200.0,22.0845,31.33,25.976303767052908,6.809625,0.27,95.0875,0.02,0.00575,0.02,16.0
107590,3.0,2200.0,8.720625,11.16,12.72189553467114,3.66375,0.27,90.1375,0.0,0.0,0.0,16.0
107591,3.0,2200.0,3.0722500000000004,5.96,16.106276291496112,0.7595,0.41,46.325,17.72,15.758500000000002,32.37,16.0
107592,3.0,2200.0,35.2195,42.02,30.129681801355485,15.870125,0.17,91.5625,10.88,3.418875,39.41,16.0
107598,3.0,2200.0,18.707625,29.39,32.970687775049164,7.42925,0.35,47.5,24.04,17.492375,74.95,16.0
107601,3.0,2200.0,6.628625,12.04,23.41279684760182,1.491375,0.34,55.3875,28.44,12.836125,30.39,16.0
107603,3.0,2200.0,1.931375,8.51,18.333131516424416,0.35675,0.36,61.25000000000001,34.26,11.920000000000002,52.72,16.0
107609,3.0,2200.0,4.634,11.56,14.416893429275891,0.0,0.46,53.1,3.74,1.00975,11.89,16.0
