,datum,dangerLevel,elevation_th,HN72_24,HN24_7d,Pen_depth,HN24,min_ccl_pen,RH,wind_trans24_3d,wind_trans24,wind_trans24_7d,warnreg
669,1997-12-26,2.0,2200.0,6.768125,49.37,23.04163284119254,5.1495000000000015,0.4,66.125,13.97,8.475375,18.98,15.0
670,1997-12-26,3.0,2200.0,6.702375,53.34,22.439267091790857,3.98,0.22,73.5,9.82,5.01225,13.38,15.0
671,1997-12-26,2.0,2200.0,3.3309999999999995,72.33,18.88494873521304,0.631375,0.34,84.625,37.13,9.5515,179.0,15.0
674,1997-12-26,2.0,2200.0,8.560375,43.96,21.107760245243725,6.0441249999999975,0.28,73.875,16.12,4.471500000000002,17.3,15.0
684,1997-12-27,2.0,2200.0,18.368875,47.93,32.848855459361786,7.827875,0.31,76.625,22.98,10.3505,40.55,15.0
686,1997-12-27,2.0,2200.0,8.667874999999999,21.11,20.13421985578805,1.4087499999999995,0.29,91.0,15.75,0.604125,17.9,15.0
691,1997-12-27,2.0,2200.0,25.100625,40.55,39.41213936850972,20.470875,0.35,90.0,27.69,10.529625,132.65,15.0
692,1997-12-27,2.0,2200.0,30.0585,65.49,35.619900035940795,9.582,0.27,88.125,22.63,13.584125,42.56,15.0
693,1997-12-27,2.0,2200.0,6.524625,24.9,23.71682620392355,1.648875,0.22,73.5,10.1,1.68375,15.06,15.0
696,1997-12-27,2.0,2200.0,8.5705,24.34,22.897036732134925,2.095375,0.29,86.75,27.45,15.64675,34.3,15.0
697,1997-12-27,2.0,2200.0,10.48,43.63,25.176251210939625,8.82325,0.31,92.875,22.71,4.780875,168.59,15.0
701,1997-12-28,2.0,2200.0,16.337125,31.67,24.26990500744117,6.88275,0.32,61.25,25.2,10.872625,111.29,15.0
706,1997-12-28,2.0,2200.0,8.9135,17.88,18.77133010504436,1.46075,0.36,61.125,5.18,0.1009999999999999,18.0,15.0
708,1997-12-28,2.0,2200.0,6.6757500000000025,14.51,23.229082363296445,1.047,0.22,56.125,8.45,1.749,16.81,15.0
714,1997-12-28,2.0,2200.0,8.600375,16.9,21.043688383820072,1.3555,0.29,60.0,24.96,0.8336250000000002,35.13,15.0
716,1997-12-28,2.0,2200.0,33.099125,55.16,28.21085547891697,8.335375,0.29,70.625,33.31,12.671125,55.04,15.0
718,1997-12-28,2.0,2200.0,23.464875,38.97,25.54711804602261,7.919625000000001,0.34,55.625,32.51,13.704,54.26,15.0
722,1997-12-28,2.0,2200.0,33.21425,36.25,28.034160118449307,8.113625,0.27,59.0,30.92,9.442375,75.88,15.0
725,1997-12-29,3.0,2000.0,3.450875,14.17,20.429336252949533,0.0,0.4,44.375,16.48,0.0,35.13,15.0
727,1997-12-29,3.0,2000.0,15.705875,25.94,21.089495045599865,0.0,0.34,47.5,35.33,19.6725,96.1,15.0
728,1997-12-29,2.0,2200.0,15.747625,32.59,23.096202063120646,0.0,0.37,55.625,33.87,9.815749999999998,63.83,15.0
730,1997-12-29,3.0,2000.0,28.5845,33.21,24.29915899168877,0.0,0.3,43.875,34.83,14.858624999999998,60.8,15.0
732,1997-12-29,2.0,2200.0,2.695875,13.49,23.03412415843697,0.0,0.24,57.875,3.43,0.0,16.81,15.0
733,1997-12-29,2.0,2200.0,4.4005,15.98,18.57097949918973,1.531,0.36,54.0,2.37,1.666125,19.42,15.0
744,1997-12-29,3.0,2000.0,17.91725,43.97,25.117280321752744,0.0,0.31,49.25,27.03,0.774,53.31,15.0
747,1997-12-30,2.0,2200.0,1.047,9.4,22.66414267814497,0.0,0.22,78.5,1.75,0.0,13.25,15.0
752,1997-12-30,3.0,2200.0,8.113625,33.21,22.019140277660604,0.0,0.32,64.625,24.31,0.00825,58.25,15.0
753,1997-12-30,3.0,2200.0,1.3555,10.22,19.12138676952812,0.0,0.41,64.875,2.13,1.3,31.75,15.0
758,1997-12-30,2.0,2200.0,4.556875,14.53,18.159961199873933,1.565375,0.37,84.625,7.13,5.362125000000002,23.86,15.0
761,1997-12-30,2.0,2200.0,7.919625000000001,28.94,22.241190743429208,0.0,0.38,75.75,25.15,1.62775,57.39,15.0
763,1997-12-30,3.0,2200.0,8.335375,39.98,22.989590497639902,0.0,0.32,59.0,16.06,2.615625,45.05,15.0
765,1997-12-30,3.0,2200.0,6.88275,19.04,18.35690240330777,0.0,0.36,83.375,30.59,0.041625,72.5,15.0
767,1997-12-31,3.0,2200.0,0.0,9.93,15.387225355540386,0.0,0.52,75.625,7.18,5.8775,35.46,15.0
770,1997-12-31,2.0,2200.0,6.470999999999999,16.6,19.72346381596984,3.3745,0.36,100.0,8.52,1.4935,24.38,15.0
774,1997-12-31,3.0,2200.0,0.0,17.36,16.61580881769002,0.0,0.39,95.875,19.71,0.0,53.29,15.0
775,1997-12-31,3.0,2200.0,0.0,38.39,21.150575171054488,0.0,0.39,66.375,6.94,3.55375,42.24,15.0
777,1997-12-31,2.0,2200.0,0.37375,26.66,20.871833995463263,0.37375,0.4,93.5,11.44,0.0,48.13,15.0
781,1997-12-31,3.0,2200.0,0.0,33.21,20.446360766896888,0.0,0.31,84.875,14.87,0.0,52.0,15.0
785,1997-12-31,2.0,2200.0,3.975,11.55,21.99335528185304,3.975,0.22,95.75,0.0,0.0,11.85,15.0
790,1998-01-01,2.0,2200.0,8.924375,19.37,20.342594408021807,3.984625,0.34,100.0,6.86,0.0,13.7,15.0
793,1998-01-01,3.0,2300.0,0.0,33.1,19.517319737298912,0.0,0.36,69.46950000000001,8.66,2.4925,42.74,15.0
796,1998-01-01,2.0,2200.0,12.078125,18.75,26.511455784304005,8.103124999999999,0.32,88.571375,0.6,0.6034999999999999,9.05,15.0
799,1998-01-01,3.0,2300.0,0.0,33.21,15.515676492793224,0.0,0.52,84.591875,0.01,0.0,45.78,15.0
802,1998-01-01,2.0,2200.0,3.986,27.45,23.24522264687584,3.61225,0.39,92.5305,1.64,0.0165,43.97,15.0
804,1998-01-02,3.0,2300.0,0.0,28.58,15.178199831041054,0.0,0.54,79.5,6.21,6.213625,41.05,15.0
805,1998-01-02,2.0,2200.0,17.825499999999995,23.79,24.618099465993897,10.4665,0.25,80.0,4.46,2.96375,12.19,15.0
806,1998-01-02,2.0,2200.0,25.863125,28.56,33.734230943119805,13.784875,0.32,73.25,7.82,7.2189999999999985,11.26,15.0
816,1998-01-02,2.0,2200.0,14.151125,29.9,27.96360608266207,10.165125,0.3,75.375,5.93,5.910375,41.42,15.0
817,1998-01-02,3.0,2300.0,4.547125,22.46,23.281850047710204,4.547125,0.34,76.125,15.33,9.2805,44.97,15.0
820,1998-01-03,3.0,2200.0,1.30725,9.42,15.99625668049482,1.30725,0.52,59.125,38.41,32.1955,62.72,15.0
821,1998-01-03,2.0,2200.0,18.12125,26.05,24.130683210633048,3.670375,0.26,66.75,16.49,13.52425,25.11,15.0
829,1998-01-03,3.0,2200.0,4.63125,5.99,15.349355321374302,1.124,0.53,55.625,39.07,10.118125,47.08,15.0
832,1998-01-03,2.0,2200.0,10.7545,19.09,24.477163627438674,6.2075,0.33,59.25,26.06,14.2905,45.68,15.0
838,1998-01-03,3.0,2200.0,22.627875,29.51,19.624554390921467,2.075,0.18,62.25,64.62,42.466375,95.21,15.0
839,1998-01-03,2.0,2200.0,19.7665,28.06,31.522324501827725,5.988875,0.36,61.875,11.69,5.767125,36.84,15.0
840,1998-01-03,2.0,2200.0,27.610625,32.63,30.110596640070185,5.72275,0.28,57.5,17.32,9.500875,19.07,15.0
843,1998-01-04,3.0,2000.0,18.455875,23.77,17.060159996962312,1.146375,0.2,56.625,95.4,30.8335,115.17,15.0
848,1998-01-04,3.0,2000.0,4.63125,4.63,11.883097497251,0.0,0.72,42.875,49.8,19.3755,65.62,15.0
849,1998-01-04,2.0,2200.0,15.205125,25.66,19.87437762647773,1.0685,0.28,56.75,58.12,41.6275,66.64,15.0
852,1998-01-04,2.0,2200.0,15.28425,15.28,22.588041836179208,4.529875,0.34,51.875,45.53,21.96112500000001,54.97,15.0
854,1998-01-04,2.0,2200.0,22.990375,35.07,25.182701634824127,3.48275,0.31,43.125,32.39,15.669875,32.99,15.0
855,1998-01-04,2.0,2200.0,21.868375,25.85,26.40030385190375,5.71425,0.38,44.25,29.43,17.750875,40.89,15.0
863,1998-01-04,3.0,2000.0,1.54425,1.54,12.912869513544496,0.237,0.61,54.875,68.81,30.403,83.68,15.0
875,1998-01-05,3.0,2000.0,11.213625,37.08,23.689257224162148,2.008375,0.32,62.625,30.51,5.334875,38.33,15.0
878,1998-01-05,3.0,2000.0,1.124,4.63,11.843611117910129,0.0,0.72,57.5,29.55,0.059625,65.68,15.0
879,1998-01-05,3.0,2000.0,9.677625,30.23,16.469242181329097,6.456125,0.35,69.0,114.41,41.113,136.61,15.0
883,1998-01-05,3.0,2000.0,14.074625,18.62,23.221405697450106,3.33725,0.36,70.375,51.91,15.655375,69.85,15.0
885,1998-01-05,3.0,2000.0,1.93075,1.93,12.650241397817592,0.3865,0.61,71.875,96.99,34.395624999999995,103.22,15.0
886,1998-01-05,3.0,2000.0,8.93375,28.32,24.83108601945234,4.195125,0.27,74.25,62.08,6.924499999999997,71.9,15.0
888,1998-01-05,3.0,2000.0,21.042625,35.19,33.21763345539743,9.33925,0.17,69.0,28.38,4.860375,35.93,15.0
894,1998-01-06,3.0,2200.0,11.32725,33.95,16.788294319858018,3.72475,0.36,78.5,156.57,84.62175,221.19,15.0
896,1998-01-06,3.0,2200.0,7.035,8.34,15.212877736441026,6.4115,0.5,75.25,139.04,74.238875,177.45,15.0
897,1998-01-06,3.0,2200.0,14.78075,36.28,24.019238931558927,9.517125,0.21,89.875,52.23,3.68025,70.21,15.0
899,1998-01-06,3.0,2200.0,10.69075,42.28,24.24705898870081,5.199625000000001,0.27,75.625,33.92,12.912875,51.24,15.0
904,1998-01-06,3.0,2200.0,0.0,4.63,11.697995031971912,0.0,0.72,66.875,22.59,3.152375,67.53,15.0
916,1998-01-06,3.0,2200.0,32.048125,52.19,30.917628490265752,16.99425,0.19,74.875,25.93,3.316125,37.62,15.0
917,1998-01-06,3.0,2200.0,13.262999999999998,24.02,23.775651374496075,5.395875,0.31,83.75,48.75,11.131374999999998,78.37,15.0
923,1998-01-07,3.0,2000.0,10.262875,25.55,21.92283113206964,1.52975,0.33,55.625,27.17,0.3855,75.2,15.0
924,1998-01-07,3.0,2000.0,6.7981250000000015,8.34,14.847544235143827,0.0,0.51,52.375,109.26,0.62325,178.07,15.0
930,1998-01-07,3.0,2000.0,27.384,52.86,25.329395677656933,1.0505,0.22,50.625,9.27,1.094125,38.72,15.0
938,1998-01-07,3.0,2000.0,10.505875,34.28,16.553583177806473,0.324875,0.36,56.75,126.4,0.6661250000000001,221.86,15.0
940,1998-01-07,3.0,2000.0,7.207875,38.3,23.380257986683468,0.0,0.28,48.625,19.25,0.999125,52.24,15.0
942,1998-01-07,3.0,2000.0,16.12775,35.32,22.13389065640766,2.4155,0.17,49.208375,11.58,0.97275,69.69,15.0
944,1998-01-07,3.0,2000.0,0.0,4.63,11.675435578566375,0.0,0.72,48.875,3.29,0.075,61.73,15.0
947,1998-01-08,2.0,2000.0,6.4115,8.34,14.280159200963778,0.0,0.53,20.125,78.16,3.296125,181.37,15.0
960,1998-01-08,2.0,2000.0,18.04475,49.25,22.83168254842253,0.0,0.3,21.0,13.08,8.67075,47.37,15.0
962,1998-01-08,2.0,2000.0,4.049625000000002,28.96,15.955846241761412,0.0,0.37,24.5,93.0,7.70875,229.51,15.0
963,1998-01-08,2.0,2000.0,0.0,4.63,11.657824489486904,0.0,0.72,22.875,3.79,0.5655,53.66,15.0
965,1998-01-08,2.0,2000.0,12.172125,31.57,19.837667845053407,0.239375,0.19,21.625,10.49,5.83875,75.53,15.0
967,1998-01-08,2.0,2000.0,5.199625000000001,30.2,22.09829275590924,0.0,0.29,25.875,13.91,0.0,51.64,15.0
972,1998-01-08,2.0,2000.0,6.9255,25.55,20.82210825875911,0.0,0.34,21.875,11.79,0.273875,72.98,15.0
974,1998-01-09,2.0,2200.0,0.0,8.34,13.666820771516273,0.0,0.54,23.75,10.42,6.504875,181.66,15.0
977,1998-01-09,2.0,2200.0,2.65475,21.11,18.14984583048821,0.0,0.2,23.75,16.89,10.07375,82.64,15.0
978,1998-01-09,2.0,2200.0,1.52975,21.0,19.54721214808488,0.0,0.35,21.0,1.07,0.410125,64.11,15.0
988,1998-01-09,2.0,2200.0,0.0,16.41,21.60425212355307,0.0,0.4,24.875,1.0,0.0,44.42,15.0
990,1998-01-09,2.0,2200.0,0.0,1.12,11.639739773537256,0.0,0.72,23.625,1.47,0.8315,34.18,15.0
991,1998-01-09,2.0,2200.0,0.324875,13.73,15.71265346347344,0.0,0.38,24.625,22.26,13.889500000000002,221.3,15.0
993,1998-01-09,2.0,2200.0,1.0505,39.09,21.30570220713645,0.0,0.37,20.875,21.28,11.513,52.97,15.0
1000,1998-01-10,2.0,2300.0,0.0,10.69,20.79098991199304,0.0,0.41,27.125,0.0,0.0,34.92,15.0
1003,1998-01-10,2.0,2300.0,0.0,14.79,19.096900857392185,0.0,0.36,17.625,0.68,0.0,49.82,15.0
1005,1998-01-10,2.0,2300.0,0.0,33.1,19.947240886097767,0.0,0.39,21.875,20.46,0.276375,47.48,15.0
1011,1998-01-10,2.0,2300.0,0.0,7.03,13.4658804679078,0.0,0.55,19.625,9.8,0.0,149.46,15.0
1014,1998-01-10,2.0,2300.0,0.239375,17.44,17.505941089941217,0.0,0.21,18.875,15.91,0.0,69.12,15.0
1021,1998-01-11,2.0,2200.0,0.0,6.8,13.280207457744734,0.0,0.59,25.625,6.5,0.0,119.06,15.0
1023,1998-01-11,2.0,2200.0,0.0,27.38,18.81407507712095,0.0,0.41,29.75,11.8,0.015,29.75,15.0
1026,1998-01-11,2.0,2200.0,0.0,10.51,13.176809375092017,0.0,0.55,28.75,14.03,0.0,148.14,15.0
1027,1998-01-11,2.0,2200.0,0.0,0.0,11.604140321296429,0.0,0.73,27.875,0.83,0.0,4.68,15.0
1029,1998-01-11,2.0,2200.0,0.0,10.26,18.666818920660173,0.0,0.36,27.125,0.41,0.0,27.86,15.0
1031,1998-01-11,2.0,2200.0,0.0,7.21,20.446899809448684,0.0,0.42,31.25,0.0,0.0,19.25,15.0
1041,1998-01-11,2.0,2200.0,0.0,16.37,16.899844211998857,0.0,0.22,26.25,10.07,0.0,27.49,15.0
1045,1998-01-12,2.0,2200.0,0.0,0.0,11.5843285642539,0.0,0.73,43.125,0.0,0.0,4.62,15.0
1047,1998-01-12,2.0,2200.0,0.742625,4.79,13.925122338357191,0.742625,0.53,58.625,0.18,0.034,107.06,15.0
1048,1998-01-12,2.0,2200.0,0.0,18.04,18.44465929957789,0.0,0.42,36.875,0.29,0.0,24.89,15.0
1050,1998-01-12,2.0,2200.0,0.0,12.17,15.992815530322654,0.0,0.23,29.0,0.0,0.0,20.57,15.0
1051,1998-01-12,2.0,2200.0,0.0,6.41,12.87525961330149,0.0,0.61,43.5,0.0,0.0,84.66,15.0
1052,1998-01-12,2.0,2200.0,0.0,6.93,17.73613530671245,0.0,0.37,26.0,0.0,0.0,12.2,15.0
1064,1998-01-12,2.0,2200.0,0.0,5.2,20.17336135650353,0.0,0.43,44.75,0.0,0.0,13.91,15.0
1072,1998-01-13,2.0,2000.0,0.0,1.53,17.066760121364826,0.0,0.38,72.625,0.24,0.2421250000000001,1.31,15.0
1074,1998-01-13,2.0,2000.0,0.0,0.0,12.770348531115088,0.0,0.62,82.5,0.0,0.0,10.42,15.0
1077,1998-01-13,2.0,2000.0,1.753875,4.41,18.06303750650537,1.753875,0.22,100.0,0.0,0.0,16.89,15.0
1079,1998-01-13,2.0,2000.0,0.985625,0.99,20.97029491745664,0.985625,0.32,92.875,0.3,0.298,1.3,15.0
1087,1998-01-13,2.0,2000.0,2.9526250000000003,3.28,13.598891575072582,2.21,0.54,94.375,0.14,0.102,22.54,15.0
1088,1998-01-13,2.0,2000.0,4.82375,5.87,21.058321656152422,4.82375,0.37,94.25,2.27,2.257875,23.83,15.0
1089,1998-01-13,2.0,2000.0,0.0,0.0,11.560716148096644,0.0,0.73,80.375,0.01,0.009,1.48,15.0
1097,1998-01-14,2.0,2000.0,9.855375,9.86,24.967759782130155,8.869625000000003,0.12,90.5,0.67,0.36725,0.67,15.0
1099,1998-01-14,2.0,2000.0,3.858125,3.86,14.425257654902596,3.858125,0.55,87.75,0.0,0.0,9.8,15.0
1103,1998-01-14,2.0,2000.0,12.204,12.2,23.16316021275875,7.380000000000001,0.36,88.041625,2.73,0.470125,23.2,15.0
1108,1998-01-14,2.0,2000.0,9.252125,9.25,15.774595715049292,9.252125,0.43,90.25,0.09,0.077875,1.48,15.0
1109,1998-01-14,2.0,2000.0,3.46725,3.47,19.05399426620264,3.46725,0.43,89.375,6.32,6.08,7.01,15.0
1110,1998-01-14,2.0,2000.0,10.31075,10.31,17.30213954500033,7.35825,0.31,96.375,0.14,0.0,21.88,15.0
1114,1998-01-14,2.0,2000.0,9.717375,9.96,21.193512540527387,7.963375000000001,0.21,99.25,0.0,0.0,15.91,15.0
1123,1998-01-15,2.0,2200.0,12.514,12.51,23.961703851379045,2.658375,0.13,93.75,0.88,0.21675,0.88,15.0
1127,1998-01-15,2.0,2200.0,12.875125,12.88,20.84758513466073,3.1579999999999995,0.22,83.5,2.15,2.153875,12.23,15.0
1135,1998-01-15,2.0,2200.0,4.6085,4.61,18.757140022333587,1.14125,0.44,76.0,10.62,4.301125000000001,11.03,15.0
1136,1998-01-15,2.0,2200.0,10.883625,11.63,15.718862129690285,1.3155,0.34,93.875,0.1,0.0,14.17,15.0
1138,1998-01-15,2.0,2200.0,5.7097500000000005,5.71,15.288306335956776,1.851625,0.53,81.375,0.0,0.0,6.5,15.0
1140,1998-01-15,2.0,2200.0,13.43525,13.43,20.932281073810262,1.2312500000000002,0.38,91.125,3.32,0.58775,15.12,15.0
1143,1998-01-15,2.0,2200.0,12.114125,12.11,13.04298763800836,2.8618750000000004,0.47,73.875,6.64,6.55075,7.47,15.0
1155,1998-01-16,2.0,2000.0,17.164375,18.15,25.540100906863323,5.63625,0.12,82.5,4.68,4.093,4.98,15.0
1158,1998-01-16,2.0,2000.0,18.461875000000006,23.29,28.56549798431908,9.85075,0.33,88.75,29.94,28.877875,32.48,15.0
1164,1998-01-16,2.0,2000.0,15.976625,17.73,25.29723426979884,4.855,0.2,93.875,5.61,3.4585000000000004,5.61,15.0
1166,1998-01-16,2.0,2000.0,16.16675,16.17,15.213061711397948,4.0525,0.45,89.125,32.93,26.305625,32.94,15.0
1167,1998-01-16,2.0,2000.0,16.392875000000004,19.35,20.64603927969436,7.719499999999999,0.17,92.625,13.97,13.972875,14.25,15.0
1170,1998-01-16,2.0,2000.0,15.258500000000002,15.26,24.746446595257268,9.5485,0.34,84.625,22.19,22.185375,22.19,15.0
1171,1998-01-16,2.0,2000.0,15.120874999999998,15.12,25.199218220429568,10.5125,0.28,90.125,36.81,26.43212500000001,37.06,15.0
1174,1998-01-17,2.0,2000.0,15.533625,25.84,16.04815323025562,6.498625,0.36,45.125,36.09,22.116625,36.23,15.0
1175,1998-01-17,2.0,2000.0,8.879,18.13,14.67816810113482,1.964625,0.47,45.375,59.08,26.226875,59.17,15.0
1178,1998-01-17,2.0,2000.0,11.615375,21.47,24.58541122290072,3.320625,0.13,42.0,14.45,10.137875,15.11,15.0
1180,1998-01-17,2.0,2000.0,12.77425,22.49,21.726124553179087,4.761124999999999,0.22,34.916625,21.48,15.8705,21.48,15.0
1185,1998-01-17,2.0,2000.0,16.37575,20.23,19.162536208786047,4.9755,0.25,42.125,40.21,18.0225,40.21,15.0
1186,1998-01-17,2.0,2000.0,15.863375,19.33,22.234618005367327,4.2095,0.28,48.625,58.53,27.79425,64.85,15.0
1191,1998-01-17,2.0,2000.0,13.961625,26.17,24.390673296570483,2.8797500000000005,0.26,42.0,62.98,33.515,65.72,15.0
1200,1998-01-18,2.0,2000.0,6.956375,19.07,11.409467693045867,0.939,0.75,64.625,99.55,47.01725,106.19,15.0
1203,1998-01-18,2.0,2000.0,18.018625,22.63,23.98997899173441,3.2965,0.2,61.25,65.39,11.1675,76.02,15.0
1208,1998-01-18,2.0,2000.0,16.01325,27.64,15.059803952491,1.79525,0.36,71.5,43.94,7.853625000000001,44.08,15.0
1210,1998-01-18,2.0,2000.0,14.524125,20.23,15.773429062062831,0.0,0.27,70.875,49.8,9.587375,49.8,15.0
1214,1998-01-18,2.0,2000.0,15.803875000000003,29.24,29.3060161092976,3.0735,0.26,66.125,65.65,3.2593749999999995,68.97,15.0
1220,1998-01-18,2.0,2000.0,14.927374999999998,27.8,30.75388017717333,5.311125,0.21,75.25,46.98,27.65075,49.13,15.0
1221,1998-01-18,2.0,2000.0,12.680875,25.19,27.662869147586733,3.724,0.28,68.0,26.7,12.469125,27.58,15.0
1226,1998-01-19,3.0,1800.0,8.507749999999998,23.77,17.342833036528727,3.532125,0.26,84.625,54.15,26.542125,76.34,15.0
1230,1998-01-19,3.0,1800.0,27.614625,45.34,39.16857607220784,17.5425,0.2,91.25,61.0,17.4815,66.62,15.0
1233,1998-01-19,3.0,1800.0,15.377375,38.66,29.948505340327376,9.42425,0.29,78.375,75.98,39.2105,108.18,15.0
1237,1998-01-19,3.0,1800.0,9.102875,25.27,14.169553010667148,6.1993750000000025,0.48,81.875,97.46,24.21575,130.4,15.0
1239,1998-01-19,3.0,1800.0,23.796875,38.92,25.3636146734552,16.290875,0.12,88.75,97.54,58.582375,134.6,15.0
1240,1998-01-19,3.0,1800.0,20.7025,39.31,19.533378670739783,12.40875,0.26,90.875,90.36,60.385,104.43,15.0
1242,1998-01-19,3.0,1800.0,16.066875,34.22,27.62218290264267,9.022125,0.26,76.875,78.92,56.31324999999999,83.9,15.0
1256,1998-01-20,3.0,1800.0,39.082,59.82,38.64699723716737,16.228250000000006,0.18,86.0,106.65,61.514,128.13,15.0
1259,1998-01-20,3.0,1800.0,37.784875,60.68,23.92737695406002,23.581,0.2,90.875,99.29,31.05525,135.38,15.0
1264,1998-01-20,3.0,1800.0,34.591875,54.83,39.999224224485566,31.0595,0.15,88.75,66.12,29.995,106.33,15.0
1266,1998-01-20,3.0,1800.0,16.202875000000002,34.33,15.92068132952877,9.064875,0.43,84.625,175.29,104.059125,234.45,15.0
1273,1998-01-20,3.0,1800.0,14.612125,35.95,27.99928894101327,2.1145,0.15,78.875,89.21,46.745125,152.67,15.0
1274,1998-01-20,3.0,1800.0,47.58575,66.92,29.604243486786604,27.998375,0.13,87.375,187.66,117.906625,252.26,15.0
1280,1998-01-20,3.0,1800.0,15.6505,36.14,21.43762907952368,2.90425,0.3,68.125,101.98,33.198875,116.8,15.0
1282,1998-01-21,3.0,1800.0,49.535625,68.7,27.99779916999705,5.246375,0.14,85.875,254.76,78.26912500000002,324.45,15.0
1285,1998-01-21,3.0,1800.0,13.954624999999998,30.99,23.72129200864553,2.41575,0.16,54.875,95.91,9.956375,162.15,15.0
1286,1998-01-21,3.0,1800.0,15.978875,25.8,12.179651318165009,0.715,0.65,83.75,205.92,77.6415,312.02,15.0
1287,1998-01-21,3.0,1800.0,44.8465,62.18,21.78368464197124,8.857000000000003,0.29,87.875,116.85,25.413875,160.8,15.0
1300,1998-01-21,3.0,1800.0,11.926500000000004,27.27,20.36208724569677,0.0,0.31,65.125,94.08,4.568375,121.0,15.0
1303,1998-01-21,3.0,1800.0,47.72075,64.1,33.26160321594645,13.129,0.17,87.375,94.73,38.192,144.52,15.0
1304,1998-01-21,3.0,1800.0,45.18000000000001,63.27,29.99374508204608,11.409125,0.15,63.0,128.77,49.77824999999999,177.91,15.0
1312,1998-01-22,3.0,1800.0,32.437999999999995,60.86,19.449743859458003,0.0,0.32,53.625,56.47,0.0,160.8,15.0
1315,1998-01-22,3.0,1800.0,2.90425,24.61,19.91498200549281,0.0,0.32,60.25,37.77,0.0,120.78,15.0
1316,1998-01-22,3.0,1800.0,45.83725,63.89,27.537279243558068,1.6485,0.19,56.75,73.54,5.349375,149.87,15.0
1317,1998-01-22,3.0,1800.0,11.67925,24.84,13.043014453386512,1.89975,0.55,55.0,182.1,0.39975,305.87,15.0
1319,1998-01-22,2.0,1800.0,34.245375,68.55,26.07224421938225,1.000625,0.15,59.875,197.43,1.24975,321.4,15.0
1325,1998-01-22,3.0,1800.0,36.9135,69.38,29.31812470355469,9.275875,0.16,54.625,116.32,5.026625,180.78,15.0
1330,1998-01-22,3.0,1800.0,4.5302500000000006,29.76,22.67735280114268,0.0,0.17,49.625,57.36,0.6556249999999999,162.22,15.0
1334,1998-01-23,2.0,2000.0,14.777625000000002,54.34,23.788663456776053,0.0,0.2,46.75,43.81,0.273125,127.96,15.0
1337,1998-01-23,2.0,2000.0,29.244,73.09,24.52858096824156,8.55875,0.18,57.10425,56.27,1.4615,178.78,15.0
1340,1998-01-23,2.0,2000.0,0.0,18.97,19.15226280147229,0.0,0.33,55.548125,4.57,0.0,116.69,15.0
1351,1998-01-23,2.0,2000.0,3.244125,21.41,12.77597944283965,0.629375,0.55,45.8365,78.1,0.0547499999999999,279.61,15.0
1352,1998-01-23,2.0,2000.0,2.41575,19.91,21.57901382831568,0.0,0.17,51.288375,10.61,0.0,133.34,15.0
1353,1998-01-23,2.0,2000.0,8.857000000000003,53.14,18.662340029299934,0.0,0.33,50.57487500000001,25.41,0.0,146.82,15.0
1355,1998-01-23,2.0,2000.0,6.246999999999999,58.04,23.7833876028399,0.0,0.16,56.10575,79.52,0.005,294.97,15.0
1360,1998-01-24,2.0,2000.0,27.07825,77.57,26.08496526876189,9.243250000000002,0.18,77.041625,7.18,0.688375,163.6,15.0
1361,1998-01-24,2.0,2000.0,0.0,17.03,20.649950367658807,0.0,0.18,62.875,0.66,0.0,99.83,15.0
1363,1998-01-24,2.0,2000.0,0.0,15.65,18.813560041906165,0.0,0.34,74.125,0.0,0.0,106.55,15.0
1372,1998-01-24,2.0,2000.0,1.000625,53.83,19.77825275971396,0.0,0.17,67.625,1.52,0.260875,267.44,15.0
1376,1998-01-24,2.0,2000.0,6.6068750000000005,53.25,23.92878979351684,6.6068750000000005,0.29,80.75,3.25,3.2506250000000003,127.96,15.0
1378,1998-01-24,2.0,2000.0,3.167875,50.89,23.959506773540696,1.519375,0.2,77.625,6.96,1.3405,111.28,15.0
1380,1998-01-24,2.0,2000.0,10.609000000000002,27.53,20.351498480996643,8.08,0.37,75.875,1.65,1.194,254.58,15.0
1391,1998-01-25,2.0,2000.0,0.0,13.95,20.24599551855727,0.0,0.19,27.125,0.0,0.0,96.57,15.0
1392,1998-01-25,2.0,2000.0,3.059375,52.43,22.358056355124763,1.54,0.21,31.75,4.02,2.4025,104.09,15.0
1393,1998-01-25,2.0,2000.0,14.273374999999998,32.15,16.622796114849773,5.5641250000000015,0.4,35.375,3.36,2.114,209.68,15.0
1395,1998-01-25,2.0,2000.0,0.0,50.54,18.80169287843732,0.0,0.18,32.375,0.56,0.29225,256.57,15.0
1401,1998-01-25,2.0,2000.0,22.651875,77.11,23.500688860265928,4.84975,0.18,34.125,4.03,1.8835,137.83,15.0
1403,1998-01-25,2.0,2000.0,11.853125000000002,56.7,21.97888257437567,5.246250000000002,0.31,31.875,7.61,4.358374999999999,124.46,15.0
1404,1998-01-25,2.0,2000.0,0.0,11.93,18.57243946679979,0.0,0.35,32.25,0.0,0.0,94.08,15.0
1407,1998-01-26,2.0,2000.0,0.0,4.53,19.36074420918324,0.0,0.19,22.875,0.0,0.0,57.36,15.0
1408,1998-01-26,2.0,2000.0,13.643999999999998,25.95,14.740811106246715,0.0,0.45,27.625,3.31,0.0,185.46,15.0
1409,1998-01-26,2.0,2000.0,11.853125000000002,44.29,17.42133039641968,0.0,0.36,30.375,7.61,0.0,64.08,15.0
